iter,elapsed_s,best_obj,curr_obj,alpha,selected_orders,gap_abs,gap_pct
23149,29.671,26824,24829,0.1,88,355,1.306
23150,29.673,26824,24935,0.5,87,355,1.306
23151,29.674,26824,25885,0.5,88,355,1.306
23152,29.675,26824,24450,0.1,88,355,1.306
23153,29.676,26824,25826,0.1,88,355,1.306
23154,29.677,26824,25128,0.35,88,355,1.306
23155,29.678,26824,25524,0.5,88,355,1.306
23156,29.679,26824,25256,0.35,88,355,1.306
23157,29.679,26824,24575,0.05,87,355,1.306
23158,29.681,26824,26062,0.1,87,355,1.306
23159,29.682,26824,24460,0.2,88,355,1.306
23160,29.683,26824,25453,0.5,88,355,1.306
23161,29.684,26824,25596,0.05,87,355,1.306
23162,29.685,26824,25235,0.2,88,355,1.306
23163,29.686,26824,25354,0.05,88,355,1.306
23164,29.687,26824,25073,0.5,87,355,1.306
23165,29.688,26824,24767,0.1,88,355,1.306
23166,29.689,26824,25651,0.05,88,355,1.306
23167,29.69,26824,24503,0.1,88,355,1.306
23168,29.691,26824,24994,0.5,87,355,1.306
23169,29.692,26824,25082,0.35,88,355,1.306
23170,29.693,26824,25422,0.05,88,355,1.306
23171,29.694,26824,25366,0.5,87,355,1.306
23172,29.695,26824,25366,0.05,87,355,1.306
23173,29.696,26824,24595,0.5,87,355,1.306
23174,29.697,26824,25179,0.1,87,355,1.306
23175,29.698,26824,25038,0.05,88,355,1.306
23176,29.698,26824,24686,0.2,88,355,1.306
23177,29.699,26824,26535,0.1,88,355,1.306
23178,29.699,26824,25205,0.05,88,355,1.306
23179,29.699,26824,25218,0.05,88,355,1.306
23180,29.699,26824,24943,0.5,88,355,1.306
23181,29.699,26824,25515,0.2,88,355,1.306
23182,29.699,26824,24729,0.35,88,355,1.306
23183,29.699,26824,25470,0.2,88,355,1.306
23184,29.699,26824,25008,0.1,88,355,1.306
23185,29.699,26824,25154,0.35,87,355,1.306
23186,29.699,26824,24746,0.2,88,355,1.306
23187,29.699,26824,25272,0.2,88,355,1.306
23188,29.699,26824,25955,0.35,88,355,1.306
23189,29.699,26824,24872,0.05,88,355,1.306
23190,29.699,26824,24942,0.5,87,355,1.306
23191,29.699,26824,25909,0.2,88,355,1.306
23192,29.715,26824,25542,0.35,88,355,1.306
23193,29.717,26824,25057,0.05,88,355,1.306
23194,29.717,26824,25535,0.2,87,355,1.306
23195,29.717,26824,24711,0.2,88,355,1.306
23196,29.717,26824,25493,0.5,87,355,1.306
23197,29.717,26824,25927,0.35,88,355,1.306
23198,29.717,26824,25287,0.1,87,355,1.306
23199,29.717,26824,24839,0.05,88,355,1.306
23200,29.717,26824,25228,0.35,87,355,1.306
23201,29.724,26824,26141,0.1,87,355,1.306
23202,29.726,26824,25553,0.5,88,355,1.306
23203,29.726,26824,24920,0.2,88,355,1.306
23204,29.726,26824,24863,0.35,88,355,1.306
23205,29.728,26824,25392,0.35,87,355,1.306
23206,29.731,26824,24333,0.05,88,355,1.306
23207,29.731,26824,24749,0.5,87,355,1.306
23208,29.733,26824,24817,0.05,88,355,1.306
23209,29.734,26824,24440,0.2,88,355,1.306
23210,29.734,26824,24909,0.35,87,355,1.306
23211,29.735,26824,24551,0.2,87,355,1.306
23212,29.736,26824,25398,0.05,88,355,1.306
23213,29.737,26824,25325,0.35,88,355,1.306
23214,29.738,26824,25418,0.1,88,355,1.306
23215,29.739,26824,25636,0.5,87,355,1.306
23216,29.74,26824,24077,0.05,87,355,1.306
23217,29.74,26824,24957,0.1,87,355,1.306
23218,29.741,26824,24995,0.2,88,355,1.306
23219,29.742,26824,24693,0.05,88,355,1.306
23220,29.743,26824,24922,0.5,87,355,1.306
23221,29.744,26824,24965,0.35,88,355,1.306
23222,29.745,26824,24521,0.05,88,355,1.306
23223,29.746,26824,24562,0.05,87,355,1.306
23224,29.746,26824,25051,0.5,87,355,1.306
23225,29.748,26824,25021,0.05,87,355,1.306
23226,29.749,26824,24518,0.1,88,355,1.306
23227,29.75,26824,24715,0.05,88,355,1.306
23228,29.751,26824,25616,0.5,87,355,1.306
23229,29.752,26824,25335,0.5,87,355,1.306
23230,29.753,26824,25264,0.05,88,355,1.306
23231,29.754,26824,25633,0.5,88,355,1.306
23232,29.755,26824,24817,0.1,87,355,1.306
23233,29.756,26824,25595,0.1,88,355,1.306
23234,29.757,26824,25315,0.5,87,355,1.306
23235,29.759,26824,25226,0.1,88,355,1.306
23236,29.76,26824,24433,0.05,88,355,1.306
23237,29.761,26824,25707,0.2,88,355,1.306
23238,29.762,26824,25830,0.2,88,355,1.306
23239,29.762,26824,24881,0.05,88,355,1.306
23240,29.763,26824,25294,0.35,88,355,1.306
23241,29.764,26824,25075,0.1,87,355,1.306
23242,29.765,26824,25022,0.2,88,355,1.306
23243,29.767,26824,24743,0.05,88,355,1.306
23244,29.768,26824,26221,0.5,87,355,1.306
23245,29.769,26824,24928,0.1,88,355,1.306
23246,29.77,26824,25190,0.05,87,355,1.306
23247,29.772,26824,25198,0.5,87,355,1.306
23248,29.772,26824,24839,0.05,88,355,1.306
23249,29.774,26824,24978,0.35,88,355,1.306
23250,29.775,26824,25789,0.1,87,355,1.306
23251,29.776,26824,25231,0.05,88,355,1.306
23252,29.777,26824,24984,0.05,88,355,1.306
23253,29.778,26824,25037,0.35,88,355,1.306
23254,29.778,26824,25939,0.05,88,355,1.306
23255,29.779,26824,24433,0.1,88,355,1.306
23256,29.78,26824,25102,0.5,87,355,1.306
23257,29.781,26824,25303,0.35,87,355,1.306
23258,29.782,26824,25446,0.05,88,355,1.306
23259,29.782,26824,25657,0.05,87,355,1.306
23260,29.782,26824,25291,0.05,88,355,1.306
23261,29.782,26824,25270,0.2,87,355,1.306
23262,29.782,26824,24952,0.1,87,355,1.306
23263,29.782,26824,24600,0.1,88,355,1.306
23264,29.782,26824,26036,0.5,87,355,1.306
23265,29.782,26824,25198,0.35,87,355,1.306
23266,29.782,26824,26391,0.5,88,355,1.306
23267,29.782,26824,25496,0.1,87,355,1.306
23268,29.782,26824,25277,0.1,88,355,1.306
23269,29.782,26824,25947,0.5,87,355,1.306
23270,29.782,26824,25183,0.35,87,355,1.306
23271,29.782,26824,25764,0.5,87,355,1.306
23272,29.798,26824,25006,0.5,87,355,1.306
23273,29.8,26824,24736,0.2,88,355,1.306
23274,29.8,26824,25035,0.35,87,355,1.306
23275,29.8,26824,25177,0.1,88,355,1.306
23276,29.8,26824,25030,0.2,87,355,1.306
23277,29.8,26824,25797,0.2,88,355,1.306
23278,29.8,26824,25727,0.5,87,355,1.306
23279,29.8,26824,25200,0.35,88,355,1.306
23280,29.8,26824,25272,0.35,87,355,1.306
23281,29.8,26824,25058,0.35,87,355,1.306
23282,29.8,26824,24816,0.1,88,355,1.306
23283,29.8,26824,24433,0.1,88,355,1.306
23284,29.8,26824,25541,0.05,88,355,1.306
23285,29.8,26824,25700,0.2,88,355,1.306
23286,29.8,26824,24950,0.2,87,355,1.306
23287,29.814,26824,25037,0.05,88,355,1.306
23288,29.814,26824,25607,0.05,87,355,1.306
23289,29.816,26824,24987,0.05,87,355,1.306
23290,29.816,26824,24779,0.35,87,355,1.306
23291,29.816,26824,25569,0.05,87,355,1.306
23292,29.816,26824,25132,0.2,88,355,1.306
23293,29.816,26824,26024,0.1,88,355,1.306
23294,29.816,26824,25213,0.05,88,355,1.306
23295,29.816,26824,25432,0.1,87,355,1.306
23296,29.816,26824,26112,0.2,88,355,1.306
23297,29.816,26824,25301,0.05,87,355,1.306
23298,29.816,26824,25093,0.2,87,355,1.306
23299,29.816,26824,25223,0.5,87,355,1.306
23300,29.816,26824,25266,0.05,88,355,1.306
23301,29.816,26824,24593,0.05,88,355,1.306
23302,29.816,26824,24947,0.05,88,355,1.306
23303,29.816,26824,24540,0.1,87,355,1.306
23304,29.83,26824,25189,0.2,88,355,1.306
23305,29.832,26824,24848,0.1,87,355,1.306
23306,29.832,26824,25241,0.2,88,355,1.306
23307,29.834,26824,24972,0.1,88,355,1.306
23308,29.834,26824,24919,0.2,87,355,1.306
23309,29.836,26824,25853,0.05,87,355,1.306
23310,29.836,26824,25165,0.35,87,355,1.306
23311,29.838,26824,25217,0.2,87,355,1.306
23312,29.838,26824,25655,0.05,87,355,1.306
23313,29.84,26824,25043,0.05,88,355,1.306
23314,29.84,26824,24333,0.05,88,355,1.306
23315,29.842,26824,25624,0.1,87,355,1.306
23316,29.842,26824,25146,0.35,88,355,1.306
23317,29.844,26824,25786,0.05,88,355,1.306
23318,29.844,26824,25565,0.5,86,355,1.306
23319,29.846,26824,25212,0.35,88,355,1.306
23320,29.848,26824,25486,0.35,88,355,1.306
23321,29.85,26824,24855,0.35,88,355,1.306
23322,29.852,26824,25461,0.1,87,355,1.306
23323,29.852,26824,25228,0.35,88,355,1.306
23324,29.854,26824,24665,0.2,88,355,1.306
23325,29.854,26824,24931,0.2,87,355,1.306
23326,29.854,26824,26175,0.5,87,355,1.306
23327,29.854,26824,25350,0.05,88,355,1.306
23328,29.854,26824,24847,0.5,87,355,1.306
23329,29.854,26824,25050,0.1,88,355,1.306
23330,29.854,26824,25048,0.2,87,355,1.306
23331,29.854,26824,24769,0.5,87,355,1.306
23332,29.854,26824,26262,0.2,88,355,1.306
23333,29.862,26824,24433,0.05,88,355,1.306
23334,29.862,26824,25069,0.05,88,355,1.306
23335,29.862,26824,25445,0.1,88,355,1.306
23336,29.862,26824,24885,0.05,88,355,1.306
23337,29.862,26824,24808,0.2,87,355,1.306
23338,29.867,26824,26069,0.35,88,355,1.306
23339,29.867,26824,24654,0.05,87,355,1.306
23340,29.867,26824,24765,0.35,87,355,1.306
23341,29.867,26824,24634,0.05,87,355,1.306
23342,29.867,26824,24893,0.05,88,355,1.306
23343,29.867,26824,24906,0.5,88,355,1.306
23344,29.867,26824,25014,0.05,88,355,1.306
23345,29.867,26824,25670,0.2,88,355,1.306
23346,29.867,26824,26091,0.35,88,355,1.306
23347,29.867,26824,25930,0.2,88,355,1.306
23348,29.867,26824,25019,0.5,87,355,1.306
23349,29.878,26824,25138,0.2,88,355,1.306
23350,29.878,26824,24834,0.1,87,355,1.306
23351,29.878,26824,24521,0.05,88,355,1.306
23352,29.878,26824,25082,0.5,87,355,1.306
23353,29.878,26824,25035,0.05,88,355,1.306
23354,29.878,26824,25049,0.5,88,355,1.306
23355,29.878,26824,25331,0.1,87,355,1.306
23356,29.878,26824,25974,0.1,88,355,1.306
23357,29.878,26824,25117,0.05,88,355,1.306
23358,29.878,26824,24556,0.05,86,355,1.306
23359,29.878,26824,24411,0.2,87,355,1.306
23360,29.878,26824,24954,0.2,88,355,1.306
23361,29.878,26824,25293,0.35,87,355,1.306
23362,29.878,26824,24583,0.05,88,355,1.306
23363,29.878,26824,25161,0.1,87,355,1.306
23364,29.878,26824,25416,0.5,87,355,1.306
23365,29.894,26824,25243,0.05,88,355,1.306
23366,29.896,26824,25069,0.05,88,355,1.306
23367,29.898,26824,25125,0.35,87,355,1.306
23368,29.898,26824,24693,0.2,88,355,1.306
23369,29.9,26824,25377,0.35,87,355,1.306
23370,29.902,26824,25418,0.5,88,355,1.306
23371,29.904,26824,26195,0.1,88,355,1.306
23372,29.904,26824,25203,0.05,88,355,1.306
23373,29.906,26824,25554,0.35,87,355,1.306
23374,29.906,26824,24735,0.5,88,355,1.306
23375,29.906,26824,25202,0.2,88,355,1.306
23376,29.908,26824,25284,0.05,87,355,1.306
23377,29.909,26824,26595,0.5,88,355,1.306
23378,29.911,26824,25015,0.5,88,355,1.306
23379,29.911,26824,25635,0.5,88,355,1.306
23380,29.911,26824,25719,0.5,88,355,1.306
23381,29.911,26824,25065,0.5,88,355,1.306
23382,29.911,26824,25141,0.2,88,355,1.306
23383,29.911,26824,25238,0.05,88,355,1.306
23384,29.911,26824,25058,0.35,87,355,1.306
23385,29.911,26824,25532,0.35,88,355,1.306
23386,29.911,26824,24662,0.05,88,355,1.306
23387,29.911,26824,26199,0.5,87,355,1.306
23388,29.911,26824,24692,0.35,87,355,1.306
23389,29.911,26824,24564,0.05,87,355,1.306
23390,29.911,26824,24658,0.05,87,355,1.306
23391,29.925,26824,25844,0.35,88,355,1.306
23392,29.926,26824,24950,0.35,87,355,1.306
23393,29.926,26824,25932,0.2,88,355,1.306
23394,29.926,26824,26021,0.5,87,355,1.306
23395,29.926,26824,24693,0.1,88,355,1.306
23396,29.926,26824,25635,0.5,88,355,1.306
23397,29.926,26824,25227,0.2,88,355,1.306
23398,29.926,26824,26362,0.2,87,355,1.306
23399,29.926,26824,25980,0.5,87,355,1.306
23400,29.926,26824,25092,0.5,88,355,1.306
23401,29.926,26824,24702,0.05,87,355,1.306
23402,29.926,26824,24788,0.1,88,355,1.306
23403,29.926,26824,24994,0.35,88,355,1.306
23404,29.926,26824,26148,0.2,88,355,1.306
23405,29.926,26824,25546,0.5,87,355,1.306
23406,29.941,26824,24911,0.5,86,355,1.306
23407,29.941,26824,24588,0.1,88,355,1.306
23408,29.943,26824,25288,0.35,88,355,1.306
23409,29.945,26824,26031,0.2,88,355,1.306
23410,29.947,26824,25373,0.5,87,355,1.306
23411,29.947,26824,24677,0.1,88,355,1.306
23412,29.949,26824,25566,0.05,88,355,1.306
23413,29.949,26824,25515,0.2,87,355,1.306
23414,29.951,26824,25849,0.05,87,355,1.306
23415,29.951,26824,24495,0.2,87,355,1.306
23416,29.953,26824,25041,0.5,88,355,1.306
23417,29.953,26824,24907,0.1,88,355,1.306
23418,29.955,26824,25331,0.05,88,355,1.306
23419,29.955,26824,25042,0.2,87,355,1.306
23420,29.957,26824,25283,0.2,88,355,1.306
23421,29.957,26824,25170,0.2,88,355,1.306
23422,29.957,26824,25801,0.35,88,355,1.306
23423,29.957,26824,25479,0.5,87,355,1.306
23424,29.957,26824,24265,0.5,87,355,1.306
23425,29.957,26824,25974,0.05,88,355,1.306
23426,29.957,26824,24938,0.1,88,355,1.306
23427,29.957,26824,25364,0.35,88,355,1.306
23428,29.957,26824,24570,0.05,87,355,1.306
23429,29.957,26824,26063,0.05,87,355,1.306
23430,29.957,26824,24433,0.05,88,355,1.306
23431,29.967,26824,25565,0.1,88,355,1.306
23432,29.967,26824,25125,0.05,88,355,1.306
23433,29.967,26824,24792,0.05,87,355,1.306
23434,29.967,26824,24721,0.2,87,355,1.306
23435,29.972,26824,25321,0.35,87,355,1.306
23436,29.972,26824,25296,0.2,88,355,1.306
23437,29.972,26824,25511,0.5,88,355,1.306
23438,29.972,26824,24765,0.2,88,355,1.306
23439,29.972,26824,24783,0.05,87,355,1.306
23440,29.972,26824,25010,0.35,88,355,1.306
23441,29.972,26824,24883,0.2,88,355,1.306
23442,29.972,26824,25381,0.2,87,355,1.306
23443,29.972,26824,25147,0.35,88,355,1.306
23444,29.972,26824,24815,0.2,88,355,1.306
23445,29.972,26824,24359,0.1,87,355,1.306
23446,29.972,26824,24964,0.05,88,355,1.306
23447,29.972,26824,25368,0.05,88,355,1.306
23448,29.972,26824,24665,0.35,87,355,1.306
23449,29.972,26824,23837,0.2,87,355,1.306
23450,29.972,26824,25037,0.35,88,355,1.306
23451,29.989,26824,25199,0.2,87,355,1.306
23452,29.99,26824,24635,0.2,87,355,1.306
23453,29.99,26824,25141,0.2,88,355,1.306
23454,29.99,26824,25907,0.5,87,355,1.306
23455,29.99,26824,24803,0.1,88,355,1.306
23456,29.99,26824,25072,0.05,88,355,1.306
23457,29.99,26824,24686,0.5,87,355,1.306
23458,29.99,26824,24323,0.2,87,355,1.306
23459,29.99,26824,25842,0.5,87,355,1.306
23460,29.99,26824,25219,0.1,88,355,1.306
23461,29.99,26824,25605,0.35,88,355,1.306
23462,29.99,26824,25545,0.05,88,355,1.306
23463,29.99,26824,25272,0.05,88,355,1.306
23464,29.99,26824,24516,0.35,87,355,1.306
23465,29.99,26824,24840,0.2,88,355,1.306
23466,30.005,26824,25012,0.2,88,355,1.306
23467,30.005,26824,25066,0.05,88,355,1.306
23468,30.007,26824,24346,0.1,87,355,1.306
23469,30.007,26824,24817,0.05,88,355,1.306
23470,30.009,26824,25607,0.5,88,355,1.306
23471,30.009,26824,24587,0.05,88,355,1.306
23472,30.011,26824,25200,0.35,88,355,1.306
23473,30.011,26824,25018,0.1,88,355,1.306
23474,30.013,26824,24653,0.05,87,355,1.306
23475,30.013,26824,25108,0.2,88,355,1.306
23476,30.013,26824,25326,0.35,88,355,1.306
23477,30.015,26824,25330,0.05,88,355,1.306
23478,30.017,26824,25097,0.35,87,355,1.306
23479,30.017,26824,24919,0.2,88,355,1.306
23480,30.019,26824,25302,0.05,88,355,1.306
23481,30.019,26824,25483,0.5,87,355,1.306
23482,30.02,26824,25090,0.5,87,355,1.306
23483,30.02,26824,24920,0.2,88,355,1.306
23484,30.02,26824,26274,0.1,88,355,1.306
23485,30.023,26824,24819,0.1,88,355,1.306
23486,30.023,26824,25851,0.5,87,355,1.306
23487,30.025,26824,25339,0.5,88,355,1.306
23488,30.025,26824,24556,0.35,88,355,1.306
23489,30.027,26824,25855,0.5,88,355,1.306
23490,30.027,26824,24916,0.35,88,355,1.306
23491,30.029,26824,25361,0.35,88,355,1.306
23492,30.031,26824,24424,0.05,86,355,1.306
23493,30.031,26824,25192,0.35,88,355,1.306
23494,30.033,26824,26476,0.05,88,355,1.306
23495,30.033,26824,25470,0.2,88,355,1.306
23496,30.036,26824,25737,0.5,87,355,1.306
23497,30.038,26824,25220,0.35,87,355,1.306
23498,30.038,26824,24296,0.5,87,355,1.306
23499,30.038,26824,25927,0.1,88,355,1.306
23500,30.038,26824,24940,0.1,87,355,1.306
23501,30.038,26824,24989,0.05,88,355,1.306
23502,30.038,26824,26159,0.5,88,355,1.306
23503,30.038,26824,24373,0.1,88,355,1.306
23504,30.047,26824,24819,0.35,88,355,1.306
23505,30.049,26824,25473,0.5,87,355,1.306
23506,30.049,26824,24623,0.2,88,355,1.306
23507,30.049,26824,25507,0.2,88,355,1.306
23508,30.051,26824,25131,0.5,86,355,1.306
23509,30.052,26824,24998,0.1,87,355,1.306
23510,30.052,26824,25120,0.05,88,355,1.306
23511,30.054,26824,25263,0.35,88,355,1.306
23512,30.054,26824,24570,0.1,88,355,1.306
23513,30.054,26824,25814,0.05,88,355,1.306
23514,30.056,26824,25460,0.2,88,355,1.306
23515,30.056,26824,25939,0.1,88,355,1.306
23516,30.058,26824,25707,0.05,88,355,1.306
23517,30.058,26824,24883,0.05,87,355,1.306
23518,30.06,26824,24836,0.1,88,355,1.306
23519,30.062,26824,24902,0.5,87,355,1.306
23520,30.062,26824,25486,0.2,88,355,1.306
23521,30.062,26824,24659,0.35,87,355,1.306
23522,30.064,26824,25675,0.5,88,355,1.306
23523,30.066,26824,24899,0.5,88,355,1.306
23524,30.067,26824,25128,0.35,87,355,1.306
23525,30.068,26824,25640,0.2,88,355,1.306
23526,30.068,26824,24823,0.2,88,355,1.306
23527,30.068,26824,24356,0.05,87,355,1.306
23528,30.07,26824,25014,0.2,88,355,1.306
23529,30.07,26824,25109,0.05,87,355,1.306
23530,30.072,26824,25696,0.05,88,355,1.306
23531,30.072,26824,25480,0.1,87,355,1.306
23532,30.074,26824,25819,0.2,88,355,1.306
23533,30.074,26824,24671,0.2,88,355,1.306
23534,30.076,26824,25513,0.35,87,355,1.306
23535,30.076,26824,25186,0.5,88,355,1.306
23536,30.078,26824,24820,0.05,87,355,1.306
23537,30.078,26824,25430,0.1,88,355,1.306
23538,30.08,26824,24289,0.1,88,355,1.306
23539,30.08,26824,25934,0.5,87,355,1.306
23540,30.082,26824,24949,0.35,87,355,1.306
23541,30.082,26824,25287,0.2,88,355,1.306
23542,30.084,26824,24926,0.1,88,355,1.306
23543,30.084,26824,25452,0.35,87,355,1.306
23544,30.086,26824,24838,0.1,88,355,1.306
23545,30.086,26824,25002,0.35,87,355,1.306
23546,30.088,26824,25751,0.5,88,355,1.306
23547,30.09,26824,25838,0.1,88,355,1.306
23548,30.09,26824,25037,0.2,88,355,1.306
23549,30.09,26824,24451,0.05,88,355,1.306
23550,30.092,26824,25828,0.05,88,355,1.306
23551,30.092,26824,25452,0.5,86,355,1.306
23552,30.094,26824,25643,0.5,87,355,1.306
23553,30.094,26824,24440,0.2,87,355,1.306
23554,30.096,26824,25228,0.2,88,355,1.306
23555,30.096,26824,26009,0.2,88,355,1.306
23556,30.098,26824,25686,0.1,87,355,1.306
23557,30.098,26824,25318,0.05,88,355,1.306
23558,30.1,26824,26059,0.35,88,355,1.306
23559,30.1,26824,25914,0.5,87,355,1.306
23560,30.102,26824,24843,0.1,88,355,1.306
23561,30.102,26824,25354,0.05,88,355,1.306
23562,30.104,26824,24722,0.5,88,355,1.306
23563,30.104,26824,24892,0.2,88,355,1.306
23564,30.106,26824,25939,0.2,88,355,1.306
23565,30.106,26824,25000,0.05,88,355,1.306
23566,30.108,26824,25796,0.5,87,355,1.306
23567,30.11,26824,25949,0.5,88,355,1.306
23568,30.11,26824,25101,0.1,88,355,1.306
23569,30.112,26824,25334,0.5,88,355,1.306
23570,30.112,26824,24645,0.05,88,355,1.306
23571,30.112,26824,24525,0.05,87,355,1.306
23572,30.113,26824,24934,0.5,87,355,1.306
23573,30.113,26824,26352,0.5,87,355,1.306
23574,30.115,26824,24756,0.2,87,355,1.306
23575,30.115,26824,24934,0.5,87,355,1.306
23576,30.117,26824,24816,0.35,87,355,1.306
23577,30.117,26824,24707,0.2,87,355,1.306
23578,30.119,26824,24678,0.05,88,355,1.306
23579,30.119,26824,24204,0.1,87,355,1.306
23580,30.121,26824,25359,0.35,88,355,1.306
23581,30.121,26824,25173,0.2,87,355,1.306
23582,30.123,26824,26364,0.5,88,355,1.306
23583,30.123,26824,25657,0.35,88,355,1.306
23584,30.125,26824,24595,0.2,88,355,1.306
23585,30.125,26824,25078,0.2,87,355,1.306
23586,30.125,26824,24892,0.05,88,355,1.306
23587,30.127,26824,24910,0.2,87,355,1.306
23588,30.127,26824,24925,0.35,88,355,1.306
23589,30.129,26824,24996,0.35,87,355,1.306
23590,30.131,26824,25089,0.2,87,355,1.306
23591,30.131,26824,25266,0.2,88,355,1.306
23592,30.133,26824,24921,0.35,88,355,1.306
23593,30.133,26824,24963,0.35,87,355,1.306
23594,30.135,26824,25285,0.05,88,355,1.306
23595,30.135,26824,25471,0.35,87,355,1.306
23596,30.137,26824,25336,0.05,89,355,1.306
23597,30.137,26824,25469,0.5,88,355,1.306
23598,30.139,26824,24823,0.35,87,355,1.306
23599,30.139,26824,24969,0.2,88,355,1.306
23600,30.141,26824,24341,0.2,87,355,1.306
23601,30.141,26824,24687,0.2,88,355,1.306
23602,30.141,26824,24811,0.05,88,355,1.306
23603,30.143,26824,25073,0.5,87,355,1.306
23604,30.145,26824,25075,0.05,87,355,1.306
23605,30.145,26824,25026,0.35,88,355,1.306
23606,30.147,26824,24592,0.2,87,355,1.306
23607,30.148,26824,25335,0.5,87,355,1.306
23608,30.149,26824,25510,0.05,88,355,1.306
23609,30.151,26824,25254,0.05,88,355,1.306
23610,30.151,26824,25083,0.5,87,355,1.306
23611,30.153,26824,25498,0.35,87,355,1.306
23612,30.154,26824,25685,0.05,87,355,1.306
23613,30.155,26824,25410,0.5,88,355,1.306
23614,30.156,26824,25534,0.5,87,355,1.306
23615,30.157,26824,25451,0.2,88,355,1.306
23616,30.158,26824,25020,0.35,86,355,1.306
23617,30.159,26824,24594,0.1,88,355,1.306
23618,30.161,26824,25539,0.5,87,355,1.306
23619,30.161,26824,25066,0.05,88,355,1.306
23620,30.162,26824,24699,0.1,87,355,1.306
23621,30.163,26824,25257,0.05,87,355,1.306
23622,30.164,26824,25717,0.5,88,355,1.306
23623,30.165,26824,25022,0.2,88,355,1.306
23624,30.165,26824,24606,0.1,88,355,1.306
23625,30.167,26824,25521,0.5,88,355,1.306
23626,30.167,26824,25550,0.5,87,355,1.306
23627,30.167,26824,25325,0.5,86,355,1.306
23628,30.167,26824,25388,0.2,87,355,1.306
23629,30.167,26824,25039,0.05,88,355,1.306
23630,30.167,26824,25860,0.5,87,355,1.306
23631,30.167,26824,25558,0.5,88,355,1.306
23632,30.167,26824,25318,0.2,88,355,1.306
23633,30.167,26824,25100,0.5,88,355,1.306
23634,30.167,26824,24913,0.2,87,355,1.306
23635,30.167,26824,26073,0.05,88,355,1.306
23636,30.167,26824,24702,0.35,87,355,1.306
23637,30.167,26824,25182,0.2,88,355,1.306
23638,30.18,26824,25951,0.35,88,355,1.306
23639,30.181,26824,26062,0.05,88,355,1.306
23640,30.183,26824,25514,0.05,88,355,1.306
23641,30.184,26824,25672,0.1,88,355,1.306
23642,30.184,26824,24978,0.1,88,355,1.306
23643,30.185,26824,24155,0.2,87,355,1.306
23644,30.186,26824,24989,0.35,88,355,1.306
23645,30.187,26824,25766,0.05,88,355,1.306
23646,30.189,26824,25295,0.05,88,355,1.306
23647,30.19,26824,25927,0.5,86,355,1.306
23648,30.191,26824,24727,0.1,87,355,1.306
23649,30.192,26824,25574,0.5,88,355,1.306
23650,30.193,26824,25058,0.2,87,355,1.306
23651,30.194,26824,24988,0.1,88,355,1.306
23652,30.195,26824,25503,0.1,88,355,1.306
23653,30.196,26824,24714,0.35,87,355,1.306
23654,30.196,26824,24762,0.2,88,355,1.306
23655,30.199,26824,25771,0.35,88,355,1.306
23656,30.2,26824,26002,0.05,88,355,1.306
23657,30.202,26824,24676,0.1,88,355,1.306
23658,30.203,26824,24945,0.2,88,355,1.306
23659,30.205,26824,26163,0.2,88,355,1.306
23660,30.207,26824,24880,0.2,88,355,1.306
23661,30.208,26824,25061,0.2,88,355,1.306
23662,30.209,26824,24649,0.1,88,355,1.306
23663,30.21,26824,24571,0.5,88,355,1.306
23664,30.21,26824,24885,0.05,88,355,1.306
23665,30.211,26824,24950,0.35,88,355,1.306
23666,30.212,26824,25185,0.5,88,355,1.306
23667,30.213,26824,25313,0.1,88,355,1.306
23668,30.214,26824,24645,0.1,88,355,1.306
23669,30.215,26824,25012,0.2,88,355,1.306
23670,30.215,26824,25230,0.05,88,355,1.306
23671,30.215,26824,25080,0.1,88,355,1.306
23672,30.215,26824,25697,0.5,87,355,1.306
23673,30.215,26824,24990,0.35,87,355,1.306
23674,30.215,26824,25653,0.5,88,355,1.306
23675,30.215,26824,24706,0.5,87,355,1.306
23676,30.215,26824,25601,0.5,88,355,1.306
23677,30.215,26824,25136,0.05,87,355,1.306
23678,30.215,26824,25051,0.5,87,355,1.306
23679,30.215,26824,25806,0.2,88,355,1.306
23680,30.215,26824,24585,0.35,88,355,1.306
23681,30.215,26824,26299,0.05,88,355,1.306
23682,30.215,26824,25038,0.05,87,355,1.306
23683,30.215,26824,25968,0.5,88,355,1.306
23684,30.231,26824,25626,0.2,88,355,1.306
23685,30.232,26824,24888,0.1,88,355,1.306
23686,30.232,26824,24775,0.05,87,355,1.306
23687,30.234,26824,24378,0.2,87,355,1.306
23688,30.234,26824,24433,0.05,88,355,1.306
23689,30.234,26824,25274,0.35,87,355,1.306
23690,30.234,26824,24558,0.1,88,355,1.306
23691,30.234,26824,24233,0.05,87,355,1.306
23692,30.234,26824,25294,0.35,88,355,1.306
23693,30.234,26824,25636,0.05,88,355,1.306
23694,30.234,26824,25326,0.05,87,355,1.306
23695,30.234,26824,25161,0.35,87,355,1.306
23696,30.234,26824,25803,0.1,88,355,1.306
23697,30.234,26824,25015,0.35,87,355,1.306
23698,30.234,26824,24888,0.5,88,355,1.306
23699,30.234,26824,26288,0.05,88,355,1.306
23700,30.234,26824,25068,0.5,88,355,1.306
23701,30.247,26824,24670,0.1,87,355,1.306
23702,30.249,26824,25230,0.2,88,355,1.306
23703,30.25,26824,24944,0.1,88,355,1.306
23704,30.251,26824,25078,0.2,88,355,1.306
23705,30.252,26824,24952,0.1,88,355,1.306
23706,30.252,26824,24957,0.35,87,355,1.306
