iter,elapsed_s,best_obj,gap_abs,gap_pct,p_alpha_0.05,p_alpha_0.1,p_alpha_0.2,p_alpha_0.35,p_alpha_0.5
41078,50.62,26824,355,1.306,0.199434,0.198939,0.199464,0.200516,0.201647
41079,50.62,26824,355,1.306,0.199434,0.198939,0.199464,0.200516,0.201647
41080,50.62,26824,355,1.306,0.199434,0.198939,0.199464,0.200516,0.201647
41081,50.62,26824,355,1.306,0.199434,0.198939,0.199464,0.200515,0.201647
41082,50.62,26824,355,1.306,0.199434,0.198939,0.199464,0.200515,0.201647
41083,50.62,26824,355,1.306,0.199434,0.198939,0.199464,0.200515,0.201647
41084,50.629,26824,355,1.306,0.199434,0.198939,0.199464,0.200516,0.201647
41085,50.629,26824,355,1.306,0.199434,0.198939,0.199464,0.200516,0.201647
41086,50.629,26824,355,1.306,0.199434,0.19894,0.199464,0.200516,0.201647
41087,50.629,26824,355,1.306,0.199433,0.19894,0.199464,0.200516,0.201647
41088,50.629,26824,355,1.306,0.199434,0.19894,0.199464,0.200516,0.201647
41089,50.634,26824,355,1.306,0.199434,0.198939,0.199464,0.200516,0.201647
41090,50.635,26824,355,1.306,0.199434,0.198939,0.199464,0.200516,0.201647
41091,50.637,26824,355,1.306,0.199434,0.198939,0.199464,0.200516,0.201647
41092,50.637,26824,355,1.306,0.199434,0.198939,0.199463,0.200516,0.201647
41093,50.637,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41094,50.637,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41095,50.637,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41096,50.637,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41097,50.637,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41098,50.637,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41099,50.637,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201646
41100,50.637,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201646
41101,50.637,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41102,50.637,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41103,50.651,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41104,50.652,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201647
41105,50.653,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201647
41106,50.654,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41107,50.655,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41108,50.656,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41109,50.657,26824,355,1.306,0.199435,0.198939,0.199462,0.200516,0.201648
41110,50.659,26824,355,1.306,0.199435,0.198939,0.199462,0.200516,0.201648
41111,50.66,26824,355,1.306,0.199435,0.198939,0.199462,0.200516,0.201648
41112,50.661,26824,355,1.306,0.199435,0.198939,0.199462,0.200516,0.201648
41113,50.663,26824,355,1.306,0.199435,0.198939,0.199462,0.200516,0.201648
41114,50.665,26824,355,1.306,0.199435,0.198939,0.199462,0.200516,0.201648
41115,50.666,26824,355,1.306,0.199435,0.198938,0.199463,0.200516,0.201648
41116,50.667,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201648
41117,50.668,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41118,50.67,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41119,50.671,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41120,50.672,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41121,50.674,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41122,50.677,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41123,50.679,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41124,50.68,26824,355,1.306,0.199435,0.198939,0.199463,0.200516,0.201647
41125,50.682,26824,355,1.306,0.199435,0.198938,0.199464,0.200516,0.201647
41126,50.684,26824,355,1.306,0.199435,0.198938,0.199464,0.200516,0.201647
41127,50.685,26824,355,1.306,0.199435,0.198938,0.199463,0.200516,0.201647
41128,50.687,26824,355,1.306,0.199435,0.198938,0.199463,0.200516,0.201647
41129,50.689,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201647
41130,50.691,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201647
41131,50.693,26824,355,1.306,0.199435,0.198939,0.199463,0.200517,0.201646
41132,50.695,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201646
41133,50.697,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201646
41134,50.697,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201646
41135,50.699,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201646
41136,50.699,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201646
41137,50.701,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201646
41138,50.703,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201646
41139,50.703,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201646
41140,50.703,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201646
41141,50.705,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201646
41142,50.707,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201646
41143,50.709,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201647
41144,50.709,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41145,50.711,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201647
41146,50.711,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201647
41147,50.713,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201647
41148,50.713,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201647
41149,50.715,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201647
41150,50.715,26824,355,1.306,0.199435,0.198938,0.199463,0.200518,0.201647
41151,50.717,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201647
41152,50.717,26824,355,1.306,0.199435,0.198938,0.199463,0.200518,0.201647
41153,50.719,26824,355,1.306,0.199435,0.198938,0.199463,0.200518,0.201647
41154,50.719,26824,355,1.306,0.199435,0.198938,0.199463,0.200518,0.201647
41155,50.721,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41156,50.721,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41157,50.723,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41158,50.723,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41159,50.724,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41160,50.727,26824,355,1.306,0.199435,0.198938,0.199462,0.200517,0.201647
41161,50.727,26824,355,1.306,0.199435,0.198938,0.199462,0.200517,0.201647
41162,50.729,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41163,50.731,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41164,50.731,26824,355,1.306,0.199434,0.198938,0.199462,0.200518,0.201647
41165,50.733,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41166,50.733,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41167,50.735,26824,355,1.306,0.199435,0.198939,0.199462,0.200518,0.201647
41168,50.737,26824,355,1.306,0.199435,0.198938,0.199463,0.200518,0.201647
41169,50.737,26824,355,1.306,0.199435,0.198938,0.199463,0.200518,0.201647
41170,50.739,26824,355,1.306,0.199435,0.198938,0.199463,0.200518,0.201647
41171,50.739,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41172,50.74,26824,355,1.306,0.199435,0.198938,0.199463,0.200518,0.201647
41173,50.74,26824,355,1.306,0.199434,0.198938,0.199463,0.200518,0.201647
41174,50.74,26824,355,1.306,0.199434,0.198938,0.199463,0.200518,0.201647
41175,50.745,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41176,50.745,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41177,50.745,26824,355,1.306,0.199434,0.198938,0.199462,0.200518,0.201647
41178,50.748,26824,355,1.306,0.199434,0.198938,0.199462,0.200518,0.201647
41179,50.748,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41180,50.748,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41181,50.748,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41182,50.748,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41183,50.748,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41184,50.748,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201647
41185,50.756,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201646
41186,50.758,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201646
41187,50.758,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201646
41188,50.758,26824,355,1.306,0.199435,0.198938,0.199462,0.200518,0.201646
41189,50.76,26824,355,1.306,0.199436,0.198938,0.199462,0.200518,0.201646
41190,50.76,26824,355,1.306,0.199436,0.198938,0.199462,0.200518,0.201646
41191,50.76,26824,355,1.306,0.199436,0.198938,0.199462,0.200517,0.201646
41192,50.76,26824,355,1.306,0.199436,0.198938,0.199463,0.200517,0.201646
41193,50.76,26824,355,1.306,0.199436,0.198938,0.199463,0.200517,0.201646
41194,50.76,26824,355,1.306,0.199436,0.198938,0.199463,0.200517,0.201646
41195,50.76,26824,355,1.306,0.199436,0.198939,0.199462,0.200517,0.201646
41196,50.76,26824,355,1.306,0.199436,0.198939,0.199462,0.200517,0.201646
41197,50.76,26824,355,1.306,0.199436,0.198938,0.199463,0.200517,0.201646
41198,50.76,26824,355,1.306,0.199436,0.198939,0.199463,0.200517,0.201646
41199,50.772,26824,355,1.306,0.199436,0.198938,0.199463,0.200517,0.201645
41200,50.774,26824,355,1.306,0.199435,0.198939,0.199463,0.200517,0.201646
41201,50.774,26824,355,1.306,0.199435,0.198939,0.199463,0.200517,0.201646
41202,50.776,26824,355,1.306,0.199436,0.198938,0.199463,0.200517,0.201646
41203,50.776,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41204,50.778,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201645
41205,50.778,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201645
41206,50.78,26824,355,1.306,0.199436,0.198938,0.199464,0.200517,0.201645
41207,50.782,26824,355,1.306,0.199437,0.198938,0.199464,0.200517,0.201645
41208,50.782,26824,355,1.306,0.199437,0.198938,0.199464,0.200516,0.201645
41209,50.782,26824,355,1.306,0.199437,0.198938,0.199464,0.200516,0.201645
41210,50.784,26824,355,1.306,0.199437,0.198938,0.199464,0.200516,0.201645
41211,50.786,26824,355,1.306,0.199437,0.198938,0.199464,0.200516,0.201645
41212,50.786,26824,355,1.306,0.199437,0.198938,0.199464,0.200516,0.201645
41213,50.789,26824,355,1.306,0.199436,0.198938,0.199464,0.200516,0.201646
41214,50.789,26824,355,1.306,0.199437,0.198938,0.199463,0.200516,0.201646
41215,50.791,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201646
41216,50.791,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201646
41217,50.793,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201646
41218,50.795,26824,355,1.306,0.199437,0.198938,0.199463,0.200516,0.201646
41219,50.795,26824,355,1.306,0.199437,0.198938,0.199463,0.200516,0.201647
41220,50.797,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201646
41221,50.797,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201647
41222,50.797,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201647
41223,50.799,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201647
41224,50.799,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201647
41225,50.801,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201647
41226,50.803,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201646
41227,50.804,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41228,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41229,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41230,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41231,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41232,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41233,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41234,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41235,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41236,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200517,0.201646
41237,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200517,0.201646
41238,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200517,0.201646
41239,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41240,50.805,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41241,50.82,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41242,50.821,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41243,50.823,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41244,50.825,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41245,50.827,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41246,50.827,26824,355,1.306,0.199436,0.198939,0.199462,0.200516,0.201646
41247,50.829,26824,355,1.306,0.199436,0.198939,0.199462,0.200516,0.201646
41248,50.829,26824,355,1.306,0.199436,0.198939,0.199462,0.200516,0.201646
41249,50.831,26824,355,1.306,0.199436,0.198939,0.199462,0.200516,0.201646
41250,50.831,26824,355,1.306,0.199436,0.198939,0.199463,0.200517,0.201646
41251,50.833,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41252,50.833,26824,355,1.306,0.199436,0.198939,0.199463,0.200517,0.201646
41253,50.835,26824,355,1.306,0.199436,0.198939,0.199463,0.200517,0.201646
41254,50.837,26824,355,1.306,0.199437,0.198939,0.199463,0.200516,0.201646
41255,50.837,26824,355,1.306,0.199436,0.198939,0.199462,0.200516,0.201646
41256,50.837,26824,355,1.306,0.199436,0.198939,0.199462,0.200516,0.201646
41257,50.837,26824,355,1.306,0.199437,0.198939,0.199463,0.200516,0.201646
41258,50.837,26824,355,1.306,0.199437,0.198939,0.199463,0.200516,0.201646
41259,50.837,26824,355,1.306,0.199437,0.198939,0.199463,0.200516,0.201646
41260,50.837,26824,355,1.306,0.199437,0.198939,0.199463,0.200516,0.201646
41261,50.837,26824,355,1.306,0.199437,0.198939,0.199463,0.200516,0.201646
41262,50.837,26824,355,1.306,0.199437,0.198939,0.199463,0.200516,0.201646
41263,50.837,26824,355,1.306,0.199437,0.198939,0.199463,0.200516,0.201646
41264,50.837,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41265,50.837,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41266,50.853,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41267,50.853,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41268,50.855,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41269,50.855,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41270,50.855,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41271,50.855,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41272,50.855,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41273,50.855,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41274,50.855,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41275,50.855,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41276,50.855,26824,355,1.306,0.199436,0.198939,0.199463,0.200516,0.201646
41277,50.855,26824,355,1.306,0.199436,0.198939,0.199462,0.200516,0.201646
41278,50.855,26824,355,1.306,0.199437,0.198939,0.199462,0.200516,0.201646
41279,50.867,26824,355,1.306,0.199437,0.198939,0.199463,0.200516,0.201646
41280,50.868,26824,355,1.306,0.199437,0.198939,0.199463,0.200516,0.201646
41281,50.87,26824,355,1.306,0.199437,0.198938,0.199463,0.200516,0.201646
41282,50.871,26824,355,1.306,0.199437,0.198938,0.199463,0.200516,0.201647
41283,50.872,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201647
41284,50.872,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201647
41285,50.874,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201647
41286,50.874,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201647
41287,50.874,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201647
41288,50.874,26824,355,1.306,0.199436,0.198938,0.199463,0.200516,0.201647
41289,50.874,26824,355,1.306,0.199436,0.198938,0.199464,0.200516,0.201647
41290,50.874,26824,355,1.306,0.199436,0.198938,0.199464,0.200516,0.201647
41291,50.874,26824,355,1.306,0.199436,0.198938,0.199464,0.200516,0.201647
41292,50.874,26824,355,1.306,0.199435,0.198938,0.199464,0.200516,0.201647
41293,50.874,26824,355,1.306,0.199435,0.198938,0.199464,0.200516,0.201647
41294,50.883,26824,355,1.306,0.199435,0.198938,0.199464,0.200516,0.201647
41295,50.885,26824,355,1.306,0.199435,0.198938,0.199464,0.200516,0.201647
41296,50.885,26824,355,1.306,0.199435,0.198938,0.199463,0.200516,0.201647
41297,50.887,26824,355,1.306,0.199435,0.198938,0.199463,0.200516,0.201647
41298,50.889,26824,355,1.306,0.199435,0.198938,0.199463,0.200516,0.201647
41299,50.891,26824,355,1.306,0.199435,0.198938,0.199464,0.200516,0.201647
41300,50.891,26824,355,1.306,0.199435,0.198938,0.199464,0.200516,0.201647
41301,50.893,26824,355,1.306,0.199435,0.198938,0.199464,0.200516,0.201647
41302,50.895,26824,355,1.306,0.199435,0.198938,0.199464,0.200516,0.201647
41303,50.895,26824,355,1.306,0.199435,0.198938,0.199464,0.200516,0.201646
41304,50.897,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41305,50.899,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41306,50.899,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41307,50.901,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41308,50.903,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41309,50.903,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41310,50.905,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41311,50.905,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201647
41312,50.907,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41313,50.907,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41314,50.909,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41315,50.911,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41316,50.911,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41317,50.913,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41318,50.915,26824,355,1.306,0.199435,0.198939,0.199464,0.200517,0.201646
41319,50.915,26824,355,1.306,0.199434,0.198939,0.199464,0.200517,0.201646
41320,50.917,26824,355,1.306,0.199435,0.198939,0.199463,0.200517,0.201646
41321,50.917,26824,355,1.306,0.199435,0.198939,0.199463,0.200517,0.201646
41322,50.919,26824,355,1.306,0.199435,0.198939,0.199463,0.200517,0.201646
41323,50.919,26824,355,1.306,0.199435,0.198938,0.199463,0.200517,0.201646
41324,50.921,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41325,50.921,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201645
41326,50.923,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201645
41327,50.925,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201645
41328,50.925,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201645
41329,50.927,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201645
41330,50.927,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201645
41331,50.929,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201645
41332,50.929,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201645
41333,50.931,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201645
41334,50.933,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201645
41335,50.933,26824,355,1.306,0.199435,0.198938,0.199465,0.200517,0.201645
41336,50.933,26824,355,1.306,0.199435,0.198938,0.199465,0.200517,0.201645
41337,50.933,26824,355,1.306,0.199435,0.198938,0.199465,0.200518,0.201645
41338,50.938,26824,355,1.306,0.199435,0.198938,0.199465,0.200518,0.201645
41339,50.94,26824,355,1.306,0.199435,0.198938,0.199465,0.200517,0.201645
41340,50.942,26824,355,1.306,0.199435,0.198938,0.199465,0.200517,0.201645
41341,50.943,26824,355,1.306,0.199435,0.198938,0.199465,0.200517,0.201645
41342,50.944,26824,355,1.306,0.199435,0.198938,0.199465,0.200517,0.201645
41343,50.945,26824,355,1.306,0.199435,0.198938,0.199465,0.200517,0.201645
41344,50.946,26824,355,1.306,0.199435,0.198938,0.199465,0.200517,0.201645
41345,50.948,26824,355,1.306,0.199436,0.198938,0.199465,0.200517,0.201645
41346,50.949,26824,355,1.306,0.199436,0.198937,0.199465,0.200517,0.201645
41347,50.951,26824,355,1.306,0.199436,0.198937,0.199465,0.200517,0.201645
41348,50.952,26824,355,1.306,0.199436,0.198937,0.199465,0.200517,0.201645
41349,50.953,26824,355,1.306,0.199436,0.198937,0.199465,0.200517,0.201645
41350,50.954,26824,355,1.306,0.199436,0.198937,0.199465,0.200517,0.201645
41351,50.955,26824,355,1.306,0.199436,0.198937,0.199465,0.200517,0.201645
41352,50.956,26824,355,1.306,0.199436,0.198937,0.199464,0.200518,0.201645
41353,50.957,26824,355,1.306,0.199436,0.198937,0.199464,0.200518,0.201645
41354,50.959,26824,355,1.306,0.199436,0.198937,0.199464,0.200517,0.201646
41355,50.96,26824,355,1.306,0.199436,0.198937,0.199464,0.200517,0.201646
41356,50.961,26824,355,1.306,0.199436,0.198937,0.199464,0.200518,0.201645
41357,50.963,26824,355,1.306,0.199436,0.198937,0.199464,0.200518,0.201646
41358,50.964,26824,355,1.306,0.199436,0.198938,0.199463,0.200518,0.201645
41359,50.965,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201646
41360,50.966,26824,355,1.306,0.199435,0.198938,0.199463,0.200518,0.201646
41361,50.967,26824,355,1.306,0.199435,0.198938,0.199463,0.200518,0.201646
41362,50.968,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201646
41363,50.969,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201646
41364,50.97,26824,355,1.306,0.199435,0.198938,0.199463,0.200518,0.201646
41365,50.971,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201646
41366,50.973,26824,355,1.306,0.199435,0.198938,0.199464,0.200519,0.201645
41367,50.975,26824,355,1.306,0.199435,0.198938,0.199464,0.200519,0.201645
41368,50.976,26824,355,1.306,0.199435,0.198938,0.199464,0.200519,0.201645
41369,50.977,26824,355,1.306,0.199435,0.198937,0.199464,0.200519,0.201645
41370,50.977,26824,355,1.306,0.199434,0.198937,0.199464,0.200519,0.201645
41371,50.977,26824,355,1.306,0.199435,0.198937,0.199464,0.200519,0.201645
41372,50.977,26824,355,1.306,0.199435,0.198937,0.199464,0.200519,0.201645
41373,50.977,26824,355,1.306,0.199435,0.198937,0.199465,0.200519,0.201645
41374,50.977,26824,355,1.306,0.199435,0.198937,0.199465,0.200519,0.201645
41375,50.977,26824,355,1.306,0.199434,0.198938,0.199464,0.200518,0.201645
41376,50.977,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201645
41377,50.977,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201645
41378,50.977,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201645
41379,50.989,26824,355,1.306,0.199435,0.198938,0.199465,0.200518,0.201645
41380,50.99,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201645
41381,50.992,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201645
41382,50.993,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201645
41383,50.993,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201645
41384,50.993,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201645
41385,50.993,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201646
41386,50.993,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201646
41387,50.993,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201646
41388,50.993,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201646
41389,50.993,26824,355,1.306,0.199435,0.198937,0.199464,0.200518,0.201646
41390,50.993,26824,355,1.306,0.199435,0.198937,0.199464,0.200518,0.201646
41391,50.993,26824,355,1.306,0.199435,0.198937,0.199464,0.200518,0.201646
41392,50.993,26824,355,1.306,0.199435,0.198937,0.199464,0.200518,0.201646
41393,50.993,26824,355,1.306,0.199435,0.198937,0.199464,0.200518,0.201646
41394,50.993,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41395,50.993,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41396,51.008,26824,355,1.306,0.199435,0.198938,0.199464,0.200517,0.201646
41397,51.009,26824,355,1.306,0.199435,0.198937,0.199464,0.200518,0.201646
41398,51.009,26824,355,1.306,0.199435,0.198938,0.199464,0.200518,0.201646
41399,51.009,26824,355,1.306,0.199435,0.198937,0.199464,0.200518,0.201646
41400,51.009,26824,355,1.306,0.199435,0.198937,0.199464,0.200518,0.201646
41401,51.009,26824,355,1.306,0.199435,0.198937,0.199464,0.200518,0.201646
41402,51.009,26824,355,1.306,0.199436,0.198937,0.199464,0.200518,0.201645
41403,51.009,26824,355,1.306,0.199436,0.198937,0.199464,0.200518,0.201645
41404,51.009,26824,355,1.306,0.199436,0.198937,0.199464,0.200518,0.201645
41405,51.009,26824,355,1.306,0.199436,0.198937,0.199464,0.200518,0.201645
41406,51.009,26824,355,1.306,0.199435,0.198937,0.199464,0.200518,0.201645
41407,51.009,26824,355,1.306,0.199435,0.198937,0.199463,0.200518,0.201646
41408,51.009,26824,355,1.306,0.199436,0.198937,0.199463,0.200518,0.201646
41409,51.024,26824,355,1.306,0.199436,0.198938,0.199464,0.200518,0.201646
41410,51.026,26824,355,1.306,0.199435,0.198937,0.199463,0.200518,0.201646
41411,51.026,26824,355,1.306,0.199435,0.198937,0.199463,0.200518,0.201646
41412,51.028,26824,355,1.306,0.199435,0.198937,0.199463,0.200518,0.201646
41413,51.03,26824,355,1.306,0.199435,0.198937,0.199463,0.200518,0.201646
41414,51.032,26824,355,1.306,0.199435,0.198937,0.199463,0.200518,0.201646
41415,51.034,26824,355,1.306,0.199436,0.198937,0.199464,0.200517,0.201646
41416,51.036,26824,355,1.306,0.199436,0.198937,0.199464,0.200517,0.201646
